InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,StoreRegion,Category
519781,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-09-05 08:55:44,12.5,CUST_01190,Germany,Region-West,Home & Kitchen
509839,SKU_1002,Wireless Bluetooth Earbuds,1,2023-05-15 11:36:24,49.99,CUST_01090,Germany,Region-West,Electronics
511229,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-06-02 21:44:57,29.95,CUST_01115,Germany,Region-North,Office
505294,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,10,2023-03-18 16:04:32,42.5,CUST_01615,United Kingdom,Region-East,Cookware
501370,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-01-22 09:59:04,22.0,CUST_01480,United Kingdom,Region-West,Sports & Outdoors
502828,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,4,2023-02-12 08:00:38,42.5,CUST_01592,United Kingdom,Region-South,Cookware
501840,SKU_1007,Mechanical Gaming Keyboard RGB,2,2023-01-29 13:31:22,79.99,CUST_01207,United Kingdom,Region-South,Electronics
503392,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-02-21 08:36:23,24.99,CUST_01182,United Kingdom,Region-West,Wellness
505655,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-03-23 11:30:03,42.5,CUST_01477,United Kingdom,Region-East,Cookware
538564,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-03-07 20:50:25,12.5,CUST_01366,United Kingdom,Region-West,Home & Kitchen
C566165,SKU_1006,Minimalist Smart LED Desk Lamp,-2,2024-12-21 18:51:27,35.55,,United Kingdom,Region-West,Lighting
559000,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2024-11-04 18:00:51,22.0,CUST_01676,Germany,Region-North,Sports & Outdoors
562180,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2024-11-27 21:35:39,34.0,,United Kingdom,Region-North,Cookware
554347,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2024-09-06 08:20:16,42.5,CUST_01293,United Kingdom,Region-West,Cookware
522210,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-10-05 16:41:01,29.95,,United Kingdom,Region-North,Office
552751,SKU_1002,Wireless Bluetooth Earbuds,5,2024-08-20 09:39:49,49.99,CUST_01678,Australia,Region-East,Electronics
530294,SKU_1004,Organic Bamboo Bath Towel Set,4,2023-12-12 10:20:19,34.0,CUST_01518,United Kingdom,Region-West,Home & Kitchen
511795,SKU_1001,Vintage Ceramic Coffee Mug,3,2023-06-10 11:36:50,12.5,CUST_01592,France,Region-East,Home & Kitchen
506217,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-03-31 08:33:51,12.5,CUST_01488,United Kingdom,Region-West,Home & Kitchen
520197,SKU_1009,Heavy-Duty Canvas Travel Backpack,3,2023-09-09 12:36:39,55.0,CUST_01366,United States,Region-North,Luggage & Travel
565145,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-12-16 16:13:01,11.25,CUST_01495,United Kingdom,Region-West,Home & Kitchen
538951,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-03-12 11:35:36,22.0,CUST_01555,United Kingdom,Region-North,Sports & Outdoors
537326,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2024-02-18 16:20:06,24.99,CUST_01371,United Kingdom,Region-East,Wellness
526619,SKU_1009,Heavy-Duty Canvas Travel Backpack,2,2023-11-21 11:46:44,55.0,CUST_01799,United Kingdom,Region-West,Luggage & Travel
554392,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2024-09-07 19:56:53,22.0,CUST_01277,France,Region-East,Sports & Outdoors
537589,SKU_1008,Aromatherapy Essential Oil Diffuser,8,2024-02-22 09:56:24,24.99,CUST_01351,United Kingdom,Region-West,Wellness
527570,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-11-26 19:06:39,17.6,CUST_01332,United Kingdom,Region-North,Sports & Outdoors
560522,SKU_1006,Minimalist Smart LED Desk Lamp,1,2024-11-17 08:13:12,39.5,CUST_01667,Germany,Region-South,Lighting
511655,SKU_1002,Wireless Bluetooth Earbuds,1,2023-06-08 14:49:27,49.99,CUST_01737,United Kingdom,Region-East,Electronics
552526,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-08-17 12:40:12,24.99,CUST_01579,Germany,Region-West,Wellness
525169,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-11-09 17:26:29,12.5,CUST_01170,Australia,Region-South,Home & Kitchen
518507,SKU_1002,Wireless Bluetooth Earbuds,4,2023-08-21 18:15:10,49.99,CUST_01715,United States,Region-South,Electronics
511473,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-06-05 10:34:43,29.95,CUST_01580,United Kingdom,Region-North,Office
525841,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-11-14 12:44:30,24.99,CUST_01742,United Kingdom,Region-South,Wellness
561718,SKU_1004,Organic Bamboo Bath Towel Set,1,2024-11-26 10:39:10,27.2,CUST_01045,Australia,Region-West,Home & Kitchen
539414,SKU_1004,Organic Bamboo Bath Towel Set,1,2024-03-18 13:25:59,34.0,CUST_01670,United States,Region-East,Home & Kitchen
551698,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-08-08 18:30:26,22.0,CUST_01397,United Kingdom,Region-West,Sports & Outdoors
505521,SKU_1002,Wireless Bluetooth Earbuds,2,2023-03-22 16:01:13,49.99,CUST_01563,United States,Region-South,Electronics
500284,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2023-01-05 20:36:19,22.0,CUST_01426,France,Region-South,Sports & Outdoors
528571,SKU_1002,Wireless Bluetooth Earbuds,1,2023-12-01 13:32:28,39.99,CUST_01657,France,Region-North,Electronics
553429,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-08-27 14:57:43,29.95,CUST_01160,United Kingdom,Region-South,Office
507677,SKU_1007,Mechanical Gaming Keyboard RGB,1,2023-04-17 14:44:29,79.99,CUST_01372,France,Region-South,Electronics
564044,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-12-08 21:28:50,12.5,CUST_01077,United Kingdom,Region-South,Home & Kitchen
538667,SKU_1005,Insulated Stainless Water Bottle 32oz,8,2024-03-08 11:07:56,22.0,CUST_01417,United Kingdom,Region-South,Sports & Outdoors
529654,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-12-06 18:12:03,24.99,CUST_01258,United Kingdom,Region-South,Wellness
530624,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-12-15 09:19:04,11.25,CUST_01381,United Kingdom,Region-West,Home & Kitchen
508804,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-05-02 09:23:45,12.5,CUST_01527,United Kingdom,Region-East,Home & Kitchen
561939,SKU_1002,Wireless Bluetooth Earbuds,4,2024-11-27 08:42:45,39.99,CUST_01047,United Kingdom,Region-West,Electronics
521715,SKU_1007,Mechanical Gaming Keyboard RGB,1,2023-09-28 14:02:30,79.99,CUST_01187,United Kingdom,Region-North,Electronics
536434,SKU_1004,Organic Bamboo Bath Towel Set,2,2024-02-06 18:54:10,34.0,CUST_01358,Germany,Region-East,Home & Kitchen
565660,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-12-18 20:08:39,19.8,CUST_01617,United Kingdom,Region-North,Sports & Outdoors
538799,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-03-10 08:57:42,12.5,CUST_01300,France,Region-North,Home & Kitchen
543139,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-05-02 16:53:34,29.95,CUST_01677,United Kingdom,Region-South,Office
536609,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-02-09 08:12:56,12.5,CUST_01738,United Kingdom,Region-East,Home & Kitchen
525548,SKU_1002,Wireless Bluetooth Earbuds,3,2023-11-12 17:57:02,49.99,CUST_01373,United Kingdom,Region-East,Electronics
551515,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-08-06 19:50:56,29.95,CUST_01386,United Kingdom,Region-West,Office
539319,SKU_1002,Wireless Bluetooth Earbuds,10,2024-03-17 19:30:57,49.99,CUST_01345,Germany,Region-North,Electronics
537674,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,3,2024-02-23 14:05:52,42.5,CUST_01182,United Kingdom,Region-North,Cookware
555030,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-09-15 08:04:25,12.5,CUST_01308,United Kingdom,Region-South,Home & Kitchen
560613,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2024-11-18 09:51:39,22.0,CUST_01635,France,Region-East,Sports & Outdoors
529884,SKU_1001,Vintage Ceramic Coffee Mug,3,2023-12-09 19:54:50,12.5,CUST_01078,United States,Region-East,Home & Kitchen
539892,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-03-24 18:11:08,22.0,CUST_01212,France,Region-West,Sports & Outdoors
518647,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-08-23 11:16:54,12.5,CUST_01007,United Kingdom,Region-North,Home & Kitchen
548049,SKU_1006,Minimalist Smart LED Desk Lamp,1,2024-07-03 13:18:38,39.5,CUST_01106,United Kingdom,Region-East,Lighting
542851,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2024-04-28 14:02:20,24.99,CUST_01320,United Kingdom,Region-South,Wellness
525348,SKU_1007,Mechanical Gaming Keyboard RGB,8,2023-11-10 20:56:33,79.99,CUST_01234,United Kingdom,Region-South,Electronics
538423,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-03-05 16:06:29,29.95,CUST_01539,United Kingdom,Region-East,Office
503384,SKU_1006,Minimalist Smart LED Desk Lamp,2,2023-02-21 13:49:21,39.5,CUST_01611,United Kingdom,Region-East,Lighting
520253,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-09-10 18:58:00,22.0,CUST_01222,Germany,Region-North,Sports & Outdoors
525202,SKU_1004,Organic Bamboo Bath Towel Set,3,2023-11-09 08:49:58,34.0,CUST_01162,United Kingdom,Region-West,Home & Kitchen
541805,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-04-16 13:50:25,22.0,CUST_01372,United Kingdom,Region-West,Sports & Outdoors
555881,SKU_1002,Wireless Bluetooth Earbuds,2,2024-09-26 12:07:00,49.99,CUST_01673,United Kingdom,Region-North,Electronics
517725,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-08-12 20:40:04,24.99,CUST_01405,France,Region-West,Wellness
501578,SKU_1001,Vintage Ceramic Coffee Mug,4,2023-01-26 18:18:56,12.5,CUST_01371,Germany,Region-East,Home & Kitchen
516722,SKU_1002,Wireless Bluetooth Earbuds,5,2023-08-02 14:10:58,49.99,CUST_01742,Germany,Region-South,Electronics
550191,SKU_1003,Ergonomic Memory Foam Chair Cushion,5,2024-07-22 18:21:14,29.95,CUST_01601,United Kingdom,Region-West,Office
503175,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-02-18 17:47:32,34.0,CUST_01225,United Kingdom,Region-West,Home & Kitchen
557399,SKU_1005,Insulated Stainless Water Bottle 32oz,5,2024-10-16 11:32:10,22.0,CUST_01632,France,Region-South,Sports & Outdoors
518414,SKU_1001,Vintage Ceramic Coffee Mug,4,2023-08-20 16:38:29,12.5,CUST_01178,United Kingdom,Region-North,Home & Kitchen
564632,SKU_1002,Wireless Bluetooth Earbuds,2,2024-12-13 16:00:26,49.99,CUST_01414,United Kingdom,Region-East,Electronics
536214,SKU_1001,Vintage Ceramic Coffee Mug,1,2024-02-03 08:47:02,12.5,CUST_01090,Germany,Region-West,Home & Kitchen
547009,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-06-20 16:10:04,24.99,CUST_01365,United Kingdom,Region-South,Wellness
554559,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2024-09-09 18:38:29,29.95,CUST_01586,France,Region-East,Office
555458,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-09-20 11:03:40,24.99,CUST_01149,United Kingdom,Region-West,Wellness
565768,SKU_1009,Heavy-Duty Canvas Travel Backpack,2,2024-12-18 13:59:10,49.5,,United States,Region-West,Luggage & Travel
564330,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-12-10 08:20:18,24.99,CUST_01380,United Kingdom,Region-West,Wellness
520742,SKU_1004,Organic Bamboo Bath Towel Set,2,2023-09-16 17:31:00,34.0,CUST_01356,France,Region-East,Home & Kitchen
555336,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2024-09-19 10:35:09,29.95,CUST_01022,United Kingdom,Region-East,Office
508887,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-05-03 17:41:50,34.0,CUST_01758,United Kingdom,Region-West,Home & Kitchen
547349,SKU_1006,Minimalist Smart LED Desk Lamp,3,2024-06-24 08:38:09,39.5,CUST_01691,France,Region-West,Lighting
560024,SKU_1005,Insulated Stainless Water Bottle 32oz,8,2024-11-13 21:18:26,22.0,CUST_01538,United Kingdom,Region-South,Sports & Outdoors
502375,SKU_1009,Heavy-Duty Canvas Travel Backpack,1,2023-02-06 20:41:24,55.0,CUST_01760,United Kingdom,Region-South,Luggage & Travel
566221,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-12-20 09:26:19,22.49,CUST_01076,United Kingdom,Region-West,Wellness
503010,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,3,2023-02-15 14:04:53,42.5,,Australia,Region-West,Cookware
529978,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-12-09 17:05:05,24.99,CUST_01442,United Kingdom,Region-South,Wellness
535315,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-01-20 18:07:28,12.5,CUST_01448,United Kingdom,Region-West,Home & Kitchen
518320,SKU_1004,Organic Bamboo Bath Towel Set,2,2023-08-19 18:06:27,34.0,CUST_01422,France,Region-East,Home & Kitchen
541067,SKU_1001,Vintage Ceramic Coffee Mug,4,2024-04-07 08:41:24,12.5,CUST_01215,United Kingdom,Region-North,Home & Kitchen
506241,SKU_1004,Organic Bamboo Bath Towel Set,12,2023-03-31 21:23:45,34.0,CUST_01250,United States,Region-North,Home & Kitchen
566242,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-12-20 08:53:47,22.49,CUST_01275,United Kingdom,Region-East,Wellness
514379,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-07-11 08:39:54,25.46,CUST_01667,Germany,Region-West,Office
558049,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2024-10-24 10:33:44,22.0,CUST_01069,United Kingdom,Region-West,Sports & Outdoors
561922,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-11-27 21:04:48,10.0,CUST_01336,United Kingdom,Region-North,Home & Kitchen
539150,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-03-15 10:41:14,29.95,,United States,Region-South,Office
539077,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2024-03-14 21:20:59,29.95,CUST_01648,United Kingdom,Region-South,Office
541005,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-04-06 11:34:34,22.0,CUST_01219,United Kingdom,Region-South,Sports & Outdoors
565657,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-12-18 17:15:48,19.8,CUST_01391,United Kingdom,Region-East,Sports & Outdoors
517675,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2023-08-12 11:18:33,22.0,,United States,Region-East,Sports & Outdoors
536311,SKU_1002,Wireless Bluetooth Earbuds,2,2024-02-04 21:46:52,49.99,CUST_01787,United Kingdom,Region-West,Electronics
558982,SKU_1004,Organic Bamboo Bath Towel Set,4,2024-11-04 09:16:37,34.0,CUST_01408,United Kingdom,Region-South,Home & Kitchen
C504511,SKU_1002,Wireless Bluetooth Earbuds,-3,2023-03-09 17:27:31,49.99,CUST_01247,France,Region-West,Electronics
519693,SKU_1007,Mechanical Gaming Keyboard RGB,5,2023-09-03 09:51:30,79.99,CUST_01578,United Kingdom,Region-East,Electronics
541694,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-04-14 10:20:20,24.99,CUST_01756,United States,Region-East,Wellness
C554222,SKU_1003,Ergonomic Memory Foam Chair Cushion,-3,2024-09-06 06:44:55,29.95,CUST_01658,Germany,Region-North,Office
506129,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-03-30 15:25:21,12.5,CUST_01503,United States,Region-North,Home & Kitchen
539091,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-03-14 21:37:00,22.0,CUST_01751,United Kingdom,Region-East,Sports & Outdoors
C523328,SKU_1008,Aromatherapy Essential Oil Diffuser,-1,2023-10-20 02:44:02,24.99,CUST_01763,United Kingdom,Region-South,Wellness
518875,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2023-08-25 20:10:59,22.0,CUST_01343,Germany,Region-East,Sports & Outdoors
555994,SKU_1008,Aromatherapy Essential Oil Diffuser,4,2024-09-27 12:46:23,24.99,CUST_01461,United Kingdom,Region-South,Wellness
538210,SKU_1004,Organic Bamboo Bath Towel Set,2,2024-03-02 15:11:01,34.0,,United Kingdom,Region-North,Home & Kitchen
C501954,SKU_1005,Insulated Stainless Water Bottle 32oz,-4,2023-02-01 13:48:20,22.0,CUST_01268,United Kingdom,Region-West,Sports & Outdoors
532395,SKU_1006,Minimalist Smart LED Desk Lamp,1,2023-12-21 14:03:55,35.55,CUST_01763,United Kingdom,Region-South,Lighting
522900,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-10-13 14:22:02,24.99,CUST_01006,Germany,Region-South,Wellness
552105,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-08-12 11:12:10,22.0,CUST_01099,United Kingdom,Region-West,Sports & Outdoors
509578,SKU_1002,Wireless Bluetooth Earbuds,4,2023-05-12 09:29:21,49.99,CUST_01530,United Kingdom,Region-South,Electronics
563041,SKU_1001,Vintage Ceramic Coffee Mug,8,2024-12-02 08:19:23,10.0,CUST_01361,Germany,Region-South,Home & Kitchen
506657,SKU_1009,Heavy-Duty Canvas Travel Backpack,1,2023-04-05 21:27:14,55.0,CUST_01589,United Kingdom,Region-North,Luggage & Travel
522866,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-10-13 17:49:14,22.0,CUST_01238,United Kingdom,Region-West,Sports & Outdoors
519600,SKU_1008,Aromatherapy Essential Oil Diffuser,3,2023-09-02 12:43:32,24.99,CUST_01775,United Kingdom,Region-North,Wellness
535970,SKU_1003,Ergonomic Memory Foam Chair Cushion,2,2024-01-30 18:47:20,29.95,CUST_01476,United Kingdom,Region-East,Office
507324,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-04-14 09:50:16,12.5,CUST_01533,Germany,Region-North,Home & Kitchen
564005,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-12-07 16:41:43,24.99,CUST_01778,United Kingdom,Region-East,Wellness
548969,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-07-13 12:36:04,10.62,CUST_01150,United States,Region-South,Home & Kitchen
513189,SKU_1007,Mechanical Gaming Keyboard RGB,1,2023-06-28 20:04:12,79.99,CUST_01123,United Kingdom,Region-South,Electronics
548672,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-07-10 13:24:39,18.7,,Germany,Region-East,Sports & Outdoors
556228,SKU_1002,Wireless Bluetooth Earbuds,1,2024-10-01 21:44:19,49.99,CUST_01451,United States,Region-North,Electronics
506220,SKU_1002,Wireless Bluetooth Earbuds,4,2023-03-31 14:50:04,49.99,CUST_01043,United Kingdom,Region-North,Electronics
500216,SKU_1002,Wireless Bluetooth Earbuds,8,2023-01-04 09:05:27,49.99,CUST_01777,United Kingdom,Region-South,Electronics
C558111,SKU_1003,Ergonomic Memory Foam Chair Cushion,-3,2024-10-26 04:12:54,29.95,CUST_01017,United Kingdom,Region-North,Office
517266,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-08-08 19:57:50,34.0,CUST_01222,France,Region-East,Home & Kitchen
531627,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2023-12-18 18:05:41,19.8,CUST_01753,United Kingdom,Region-West,Sports & Outdoors
511015,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-05-30 09:32:24,29.95,CUST_01112,United Kingdom,Region-North,Office
517223,SKU_1009,Heavy-Duty Canvas Travel Backpack,2,2023-08-07 11:07:15,55.0,CUST_01742,United States,Region-South,Luggage & Travel
502224,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-02-04 16:59:55,22.0,CUST_01631,Germany,Region-South,Sports & Outdoors
549834,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-07-19 10:00:41,18.7,CUST_01601,United Kingdom,Region-West,Sports & Outdoors
528890,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2023-12-02 12:31:46,17.6,CUST_01599,Germany,Region-West,Sports & Outdoors
548589,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2024-07-09 11:23:34,24.99,CUST_01181,United Kingdom,Region-South,Wellness
541592,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2024-04-13 12:58:07,24.99,,United Kingdom,Region-East,Wellness
547351,SKU_1006,Minimalist Smart LED Desk Lamp,1,2024-06-24 14:18:31,39.5,CUST_01795,United States,Region-West,Lighting
519033,SKU_1001,Vintage Ceramic Coffee Mug,4,2023-08-27 15:25:34,12.5,CUST_01221,United Kingdom,Region-South,Home & Kitchen
507853,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-04-19 17:22:17,42.5,CUST_01334,United Kingdom,Region-North,Cookware
502277,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-02-05 16:23:12,34.0,CUST_01287,United Kingdom,Region-East,Home & Kitchen
548015,SKU_1002,Wireless Bluetooth Earbuds,2,2024-07-03 18:44:54,49.99,CUST_01745,Germany,Region-West,Electronics
503798,SKU_1009,Heavy-Duty Canvas Travel Backpack,4,2023-02-27 09:05:08,55.0,CUST_01044,United Kingdom,Region-North,Luggage & Travel
500099,SKU_1002,Wireless Bluetooth Earbuds,4,2023-01-02 10:50:30,49.99,CUST_01350,United Kingdom,Region-East,Electronics
522905,SKU_1008,Aromatherapy Essential Oil Diffuser,1,2023-10-13 10:44:16,24.99,CUST_01619,United Kingdom,Region-North,Wellness
531088,SKU_1006,Minimalist Smart LED Desk Lamp,2,2023-12-16 18:07:52,35.55,CUST_01271,Germany,Region-North,Lighting
525569,SKU_1004,Organic Bamboo Bath Towel Set,2,2023-11-12 12:34:54,34.0,CUST_01112,United Kingdom,Region-South,Home & Kitchen
533333,SKU_1009,Heavy-Duty Canvas Travel Backpack,1,2023-12-25 13:54:53,55.0,CUST_01494,United Kingdom,Region-East,Luggage & Travel
545557,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-06-02 08:53:56,12.5,CUST_01397,United States,Region-North,Home & Kitchen
535074,SKU_1002,Wireless Bluetooth Earbuds,2,2024-01-16 10:50:15,49.99,CUST_01770,Australia,Region-North,Electronics
544050,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-05-14 14:36:18,22.0,CUST_01351,United Kingdom,Region-East,Sports & Outdoors
532979,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-12-23 15:41:14,19.8,CUST_01650,United Kingdom,Region-North,Sports & Outdoors
552064,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2024-08-11 13:29:08,42.5,CUST_01764,United Kingdom,Region-East,Cookware
533034,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-12-23 09:42:01,22.49,CUST_01509,United Kingdom,Region-West,Wellness
554774,SKU_1004,Organic Bamboo Bath Towel Set,8,2024-09-12 18:40:10,34.0,CUST_01464,United Kingdom,Region-North,Home & Kitchen
513932,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-07-07 12:13:26,34.0,CUST_01017,United Kingdom,Region-South,Home & Kitchen
565131,SKU_1001,Vintage Ceramic Coffee Mug,3,2024-12-16 13:47:58,11.25,CUST_01350,United States,Region-East,Home & Kitchen
514149,SKU_1003,Ergonomic Memory Foam Chair Cushion,1,2023-07-09 16:25:51,29.95,CUST_01514,United Kingdom,Region-North,Office
556628,SKU_1002,Wireless Bluetooth Earbuds,4,2024-10-06 15:34:23,49.99,CUST_01291,United States,Region-East,Electronics
566465,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-12-21 10:25:16,19.8,CUST_01677,United States,Region-North,Sports & Outdoors
506975,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2023-04-09 12:44:31,22.0,CUST_01172,United Kingdom,Region-North,Sports & Outdoors
526915,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2023-11-24 14:22:28,23.96,CUST_01519,United Kingdom,Region-West,Office
559358,SKU_1002,Wireless Bluetooth Earbuds,3,2024-11-08 13:07:46,49.99,CUST_01194,United Kingdom,Region-North,Electronics
513660,SKU_1008,Aromatherapy Essential Oil Diffuser,2,2023-07-03 08:13:33,24.99,CUST_01067,United Kingdom,Region-South,Wellness
558935,SKU_1001,Vintage Ceramic Coffee Mug,8,2024-11-04 20:02:32,12.5,CUST_01051,United States,Region-North,Home & Kitchen
529014,SKU_1001,Vintage Ceramic Coffee Mug,2,2023-12-03 08:47:22,10.0,CUST_01087,Germany,Region-North,Home & Kitchen
551461,SKU_1005,Insulated Stainless Water Bottle 32oz,4,2024-08-05 19:13:07,22.0,CUST_01121,Germany,Region-South,Sports & Outdoors
518034,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-08-15 18:05:51,42.5,CUST_01226,United Kingdom,Region-South,Cookware
564783,SKU_1005,Insulated Stainless Water Bottle 32oz,1,2024-12-14 11:06:12,22.0,CUST_01121,France,Region-South,Sports & Outdoors
534982,SKU_1007,Mechanical Gaming Keyboard RGB,1,2024-01-14 21:32:57,79.99,CUST_01288,United Kingdom,Region-East,Electronics
C502980,SKU_1005,Insulated Stainless Water Bottle 32oz,-2,2023-02-16 03:58:31,22.0,CUST_01572,Germany,Region-East,Sports & Outdoors
562011,SKU_1004,Organic Bamboo Bath Towel Set,3,2024-11-27 08:43:01,27.2,CUST_01699,United Kingdom,Region-West,Home & Kitchen
551340,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-08-04 11:48:58,12.5,CUST_01053,United Kingdom,Region-West,Home & Kitchen
555571,SKU_1001,Vintage Ceramic Coffee Mug,2,2024-09-22 11:00:54,12.5,,United Kingdom,Region-West,Home & Kitchen
562436,SKU_1002,Wireless Bluetooth Earbuds,4,2024-11-29 10:26:50,39.99,CUST_01633,United Kingdom,Region-South,Electronics
513953,SKU_1005,Insulated Stainless Water Bottle 32oz,3,2023-07-07 21:16:59,22.0,CUST_01109,United Kingdom,Region-North,Sports & Outdoors
532567,SKU_1003,Ergonomic Memory Foam Chair Cushion,3,2023-12-22 08:52:34,26.95,CUST_01054,United Kingdom,Region-North,Office
504764,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-03-11 16:40:48,42.5,CUST_01536,United Kingdom,Region-North,Cookware
514342,SKU_1001,Vintage Ceramic Coffee Mug,1,2023-07-11 20:29:13,10.62,CUST_01686,United Kingdom,Region-West,Home & Kitchen
533388,SKU_1004,Organic Bamboo Bath Towel Set,1,2023-12-26 21:24:23,34.0,CUST_01262,United Kingdom,Region-North,Home & Kitchen
564628,SKU_1002,Wireless Bluetooth Earbuds,4,2024-12-13 18:56:48,49.99,CUST_01693,France,Region-East,Electronics
502295,SKU_1005,Insulated Stainless Water Bottle 32oz,2,2023-02-05 08:37:16,22.0,CUST_01165,France,Region-South,Sports & Outdoors
508264,SKU_1010,Non-Stick Cast Iron Skillet 12-inch,1,2023-04-24 21:41:43,42.5,CUST_01765,United States,Region-South,Cookware
